CustomerID,CustomerName,Gender,AgeGroup,City,Region,LoyaltyTier,CustomerSince
CUS0670,PERRY ADKINS,Male,26-35,Jenniferfort,South,Bronze,2023-07-05
CUS0671,Dustin Norton,Female,18-25,South Mary,North,Silver,2024-09-19
CUS0672,Mike Freeman,Other,18-25,Bryantberg,South,Gold,2022-06-13
CUS0673,Elizabeth Solomon,Female,36-50,Port Veronicabury,South,Platinum,2022-10-29
CUS0674,Charles Smith,Other,18-25,Roweton,East,Silver,2025-11-24
CUS0675,Jason Marks,Male,51+,Gallagherchester,West,Silver,2025-02-03
CUS0676,Joshua Williams,Male,18-25,Danielstad,South,Gold,2022-11-04
CUS0677,Mariah Byrd,Other,26-35,South Zacharyland,West,Bronze,2022-06-02
CUS0678,Amanda Peterson,Other,51+,North Anthonyland,West,Silver,2026-05-15
CUS0679,Stephen Reed,Male,36-50,Port Brenda,East,Bronze,2024-12-06
CUS0680,Sharon Scott,Male,36-50,Sherrymouth,North,Bronze,2022-07-23
CUS0681,Brendan Paul,Female,51+,Joshualand,West,Platinum,2022-08-04
CUS0682,Laura Brooks,Female,26-35,South Richardborough,North,Silver,2022-09-08
CUS0683,Juan Stewart,Female,26-35,Brendaton,South,Platinum,2024-01-15
CUS0684,Matthew Gallagher,Female,36-50,Jeanettetown,North,Bronze,2025-10-25
CUS0685,Christine Berger,Other,18-25,Port Donaldfort,East,Bronze,2023-02-04
CUS0686,KATHRYN WILSON,Male,36-50,Careytown,South,Silver,2025-01-21
CUS0687,Lindsay Wall,Other,51+,North Joshua,North,Gold,2022-04-22
CUS0688,Zachary Stone,Male,51+,Taylorshire,South,Silver,2026-06-03
CUS0689,Richard Lopez,Male,18-25,Brianberg,South,Platinum,2022-01-08
CUS0690,Frank Lin,Male,18-25,Lake Daniel,South,Gold,2022-02-15
CUS0691,Amy Miles,Male,18-25,Juliehaven,North,Bronze,2024-06-18
CUS0692,Louis Arnold,Female,18-25,Josephtown,North,Platinum,2024-08-06
CUS0693,Tony Greer,Female,36-50,Veronicamouth,West,Platinum,2021-12-29
CUS0694,Sue May,Other,26-35,Lake Stephanieview,East,Silver,2024-03-07
CUS0695,John Rogers,Male,26-35,Hernandeztown,North,Bronze,2025-11-27
CUS0696,Amber Watson,Female,36-50,New Deborahport,South,Gold,2023-01-01
CUS0697,Brian Smith,Other,18-25,East Marybury,North,Silver,2026-03-14
CUS0698,James Brooks,Other,36-50,Reynoldston,North,Bronze,2025-11-06
CUS0699,Alyssa Bailey,Female,26-35,Port Williamstad,East,Silver,2024-11-04
CUS0700,Jessica Washington,Other,26-35,Port Linda,South,Gold,2024-06-29
CUS0701,Lauren Mcintosh,Other,26-35,Tonybury,East,Silver,2023-12-10
CUS0702,Sarah Williams,Female,51+,West Molly,South,Gold,2022-01-22
CUS0703,Patty Dennis,Female,26-35,Mortontown,South,Bronze,2024-08-03
CUS0704,Jesus Knox,Female,51+,Tylerport,East,Platinum,2022-07-31
CUS0705,Crystal Miller,Other,36-50,Port Cynthiaton,East,Bronze,2022-04-19
CUS0706,Pamela Anderson,Female,18-25,Coleside,East,Bronze,2022-03-11
CUS0707,Scott Wright,Male,26-35,North Wendy,West,Silver,2023-06-27
CUS0708,John Morse,Other,26-35,East Kyleborough,West,Silver,2025-08-14
CUS0709,Catherine Ramos,Female,18-25,Port Michael,West,Bronze,2023-03-28
CUS0710,Susan Long,Female,51+,Lake Dominiquemouth,West,Gold,2026-03-20
CUS0711,Anthony Ward,Other,18-25,Samanthaborough,East,Bronze,2024-05-08
CUS0712,Ronnie Grimes,Female,36-50,North Melissaview,South,Platinum,2022-09-30
CUS0713,Melissa Ballard,Other,36-50,Shawnville,South,Gold,2024-06-05
CUS0714,John Oliver,Other,26-35,Christineville,East,Platinum,2025-08-12
CUS0715,Veronica Savage,Male,36-50,West Elizabethville,East,Platinum,2026-05-22
CUS0716,Jason Oneal,Male,18-25,Johnnymouth,North,Platinum,2022-02-10
CUS0717,Russell Sellers,Female,36-50,Bridgesfurt,North,Silver,2023-08-04
CUS0718,Heidi Gates,Other,51+,Elizabethbury,East,Platinum,2025-07-04
CUS0719,JENNIFER JIMENEZ,Male,26-35,Colemanstad,South,Silver,2024-08-25
CUS0720,Lisa Williams,Male,36-50,West Juan,East,Silver,2025-06-28
CUS0721,Steven Hoffman,Male,26-35,Whitefurt,South,Gold,2023-10-12
CUS0722,Ryan Austin,Female,36-50,New Deborahville,South,Silver,2023-03-14
CUS0723,KIMBERLY HALL,Female,26-35,Lake Matthew,North,Bronze,2026-04-26
CUS0724,Nicole Gonzalez,Female,36-50,Christopherborough,North,Platinum,2022-01-12
CUS0725,Haley Wilson,Male,18-25,South Peggyburgh,South,Platinum,2024-01-22
CUS0726,Cody Parker,Male,18-25,South George,East,Gold,2022-07-10
CUS0727,Stacy Burgess,Male,51+,Gallagherland,East,Silver,2024-09-04
CUS0728,Jennifer Martin,Other,51+,West Alexa,East,Gold,2023-05-06
CUS0729,Virginia Fitzpatrick,Male,36-50,Dorisville,West,Bronze,2022-09-20
CUS0730,Emily Maldonado,Other,18-25,Torreshaven,South,Bronze,2023-11-14
CUS0731,Alexander Hayes,Other,18-25,Hernandezchester,West,Platinum,2022-03-03
CUS0732,Mr. Jeffrey Lawrence,Other,51+,South Davidbury,North,Platinum,2025-04-29
CUS0733,Gary Miller,Female,26-35,New Lesliemouth,East,Gold,2023-03-16
CUS0734,Tiffany Martinez,Male,51+,West Sandrahaven,South,Silver,2026-05-28
CUS0735,Joshua Smith,Female,36-50,Kirkland,East,Silver,2024-12-23
CUS0736,Ronnie Contreras,Male,51+,Catherineville,North,Platinum,2023-02-28
CUS0737,Zachary Vasquez,Other,26-35,Megantown,West,Silver,2022-02-16
CUS0738,Louis Hill,Other,18-25,South Gailport,North,Gold,2026-07-31
CUS0739,John Lopez,Female,51+,Huanghaven,West,Bronze,2022-12-28
CUS0740,Ann Adams,Female,36-50,Huntertown,North,Platinum,2024-09-19
CUS0741,Mr. John Garcia,Other,36-50,Rebeccaville,North,Silver,2023-03-13
CUS0742,Douglas Vincent,Other,18-25,Markborough,South,Bronze,2024-05-05
CUS0743,Janet Johnson,Female,51+,Thompsonfurt,North,Platinum,2023-10-07
CUS0744,Sean Williams,Female,26-35,Johnhaven,South,Silver,2024-03-22
CUS0745,Ronald Collins,Female,18-25,Port Taylor,East,Gold,2022-06-29
CUS0746,Stephen Morrow,Other,26-35,South Sarahport,North,Platinum,2025-03-28
CUS0747,David Smith,Other,18-25,Lake Adamtown,East,Bronze,2022-12-13
CUS0748,Belinda Bishop,Female,36-50,New Christopherhaven,North,Silver,2024-01-11
CUS0749,Allen Vasquez,Female,36-50,Allenberg,North,Gold,2025-08-28
CUS0750,Christopher Casey,Male,18-25,Port Ronald,East,Platinum,2025-11-26
CUS0751,Ronald Thomas,Female,18-25,Zamoramouth,South,Platinum,2024-07-21
CUS0752,David Clark,Female,26-35,East Robert,South,Gold,2025-09-27
CUS0753,Debbie Harris,Male,51+,Michelleshire,West,Bronze,2023-12-22
CUS0754,Eric Wood,Other,36-50,Lake Donna,East,Silver,2025-08-31
CUS0755,Elizabeth Fisher,Male,18-25,Hollowaytown,West,Gold,2024-09-04
CUS0756,Judy Mcdonald,Female,51+,Lake Leonview,North,Silver,2024-11-24
CUS0757,Thomas Hughes,Male,36-50,Port Caseyland,West,Gold,2025-02-16
CUS0758,Jason Love,Female,26-35,Lake Michael,South,Platinum,2023-01-30
CUS0759,Jessica Williams,Female,18-25,New Karen,West,Bronze,2024-07-03
CUS0760,Collin Green,Other,36-50,Melissaborough,West,Platinum,2024-04-26
CUS0761,Tammy Turner,Female,51+,East Mark,North,Silver,2024-10-30
CUS0762,John Thompson,Male,18-25,Cindymouth,West,Bronze,2023-05-31
CUS0763,Brian Robertson,Other,26-35,Wandaborough,North,Gold,2024-04-23
CUS0764,Jason Reed,Male,36-50,Brownland,South,Gold,2025-04-19
CUS0765,Cameron Jones,Male,18-25,Lake Kathleen,North,Silver,2025-02-14
CUS0766,Heather Clark,Other,51+,Gregoryport,East,Silver,2023-01-28
CUS0767,Samantha Rogers,Female,18-25,Karenmouth,South,Bronze,2023-01-30
CUS0768,Michelle Hall,Female,51+,Blackwellborough,West,Silver,2024-06-09
CUS0769,Chris Dillon,Female,36-50,North Cindy,South,Platinum,2022-08-09
CUS0770,David Campos,Female,26-35,North Michael,East,Silver,2024-01-31
CUS0771,Donna James,Female,36-50,Port Ryanside,West,Bronze,2025-03-29
CUS0772,Rhonda Navarro,Other,51+,Lake Jonathan,West,Platinum,2022-02-26
CUS0773,Richard Perry,Male,36-50,North Amyland,East,Platinum,2021-11-04
CUS0774,Alejandro White,Female,18-25,Lake Donaldshire,South,Silver,2023-04-30
CUS0775,Christopher Dalton,Other,26-35,Carlsonbury,East,Gold,2022-04-30
CUS0776,Henry Green,Other,51+,Theresaburgh,East,Gold,2023-09-06
CUS0777,Casey Manning,Other,36-50,North Kenneth,East,Platinum,2023-03-27
CUS0778,Ashley Brewer,Other,36-50,Marcfurt,North,Bronze,2024-01-28
CUS0779,Katherine Porter,Female,36-50,Port Marialand,West,Gold,2025-01-07
CUS0780,Pam Garcia,Female,51+,South Amanda,South,Bronze,2022-07-29
CUS0781,Michelle Long,Female,51+,Michaelview,West,Bronze,2023-09-16
CUS0782,Christine Love,Other,26-35,North Austin,West,Platinum,2026-01-04
CUS0783,Bradley Gibson,Female,18-25,East Jacqueline,North,Bronze,2022-02-23
CUS0784,George Gibson,Female,51+,Kimburgh,North,Bronze,2024-10-10
CUS0785,Christopher Lewis,Male,36-50,Mitchellshire,North,Gold,2022-10-21
CUS0786,Olivia Ferguson,Other,36-50,,West,Platinum,2024-01-15
CUS0787,Kathleen Carroll,Female,36-50,Hudsonshire,North,Platinum,2022-09-23
CUS0788,Ashley Hudson,Other,26-35,Lake Ashleyside,East,Bronze,2026-06-18
CUS0789,JULIA PRICE,Female,26-35,East Sylvia,South,Bronze,2022-01-24
CUS0790,Alexa Thomas,Male,51+,West Matthewfort,North,Silver,2025-11-09
CUS0791,Philip Escobar,Male,26-35,Clarkborough,East,Gold,2022-08-28
CUS0792,AMANDA WAGNER,Male,18-25,Ortizchester,West,Silver,2024-02-20
CUS0793,Taylor Wood,Male,26-35,Jasonland,North,Silver,2023-07-24
CUS0794,Amy Lambert,Male,36-50,Gomezland,West,Silver,2023-03-01
CUS0795,Sarah Clark,Female,18-25,Grossport,South,Gold,2025-05-14
CUS0796,Gerald Gonzales,Male,18-25,Lake Brandonborough,South,Platinum,2025-01-09
CUS0797,Dr. Julia Berry MD,Female,36-50,Amymouth,West,Platinum,2024-08-31
CUS0798,Sharon Evans MD,Male,51+,East Cory,North,Bronze,2024-06-19
CUS0799,Carol Garcia,Female,26-35,Jasmineside,East,Silver,2023-10-20
CUS0800,Marvin Juarez,Other,18-25,New Bradleyview,South,Bronze,2021-11-20
